accession,study,bioproject_accession,biosample_accession,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,notes,MM_tag,ntsm_score,coverage
SRR30729230,SRP305758,PRJNA701308,SAMN26267381,HG02074a.HFSS_dc_m54329U_210507_224951,PacBio HiFi sequencing of HG02074 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02074.m54329U_210507_224951.dc.q20.fastq.gz,229066,4183637000,4.18,92,47631,18263,15195,17548,20668,15841,18471,21841,HG02074,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.752967,1.35
SRR30729229,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS3_dc_m54329U_210715_074913,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 24kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m54329U_210715_074913.dc.q20.fastq.gz,2235799,40187276756,40.19,86,52770,17974,15345,17231,19934,15759,17925,20895,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210715_074913.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.561849,12.96
SRR30729227,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS3_dc_m64076_210719_222908,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 24kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m64076_210719_222908.dc.q20.fastq.gz,1927002,34647722338,34.65,717,62955,17980,15352,17234,19939,15766,17931,20901,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210719_222908.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.574857,11.18
SRR30729226,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS_dc_m64076_210602_215048,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m64076_210602_215048.dc.q20.fastq.gz,1053432,18441200826,18.44,742,52477,17505,14459,17022,20085,15295,18035,21237,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210602_215048.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.619956,5.95
SRR30729225,SRP305758,PRJNA701308,SAMN26267392,HG02135a.HFSS_dc_m54329U_210615_233707,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m54329U_210615_233707.dc.q20.fastq.gz,1367002,24181071688,24.18,618,57512,17689,14672,16908,19955,15264,17834,21154,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210615_233707.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.626146,7.8
SRR30729224,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS_dc_m64076_210529_081414,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m64076_210529_081414.dc.q20.fastq.gz,880484,15020493860,15.02,422,52094,17059,14043,16513,19532,14837,17512,20718,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210529_081414.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.635802,4.85
SRR30729223,SRP305758,PRJNA701308,SAMN26267392,HG02135a.HFSS_dc_m54329U_210507_224951,PacBio HiFi sequencing of HG02135 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m54329U_210507_224951.dc.q20.fastq.gz,206282,3782163023,3.78,988,49125,18334,15205,17623,20791,15882,18597,21998,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.766065,1.22
SRR30729222,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m64055e_220821_033925,PacBio HiFi sequencing of HG02391 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m64055e_220821_033925.dc.q20.fastq.gz,2137241,51317476110,51.32,117,102367,24011,18421,22553,28075,20043,24890,31119,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64055e_220821_033925.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.565963,16.55
SRR30729221,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m54306Ue_220821_023435,PacBio HiFi sequencing of HG02391 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,2192957,53362728046,53.36,117,98513,24333,18669,22923,28575,20348,25335,31545,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.571388,17.21
SRR30729220,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m64330e_220805_094849,PacBio HiFi sequencing of HG02391 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m64330e_220805_094849.dc.q20.fastq.gz,1743326,45979123103,45.98,129,96014,26374,20261,25045,31130,22246,27638,34261,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64330e_220805_094849.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.578017,14.83
SRR30729219,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m54306Ue_220421_052313,PacBio HiFi sequencing of HG02514 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m54306Ue_220421_052313.dc.q20.fastq.gz,2207600,35710143099,35.71,55,58578,16176,13100,15462,18535,13891,16546,19936,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m54306Ue_220421_052313.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.573392,11.52
SRR30729218,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m64330e_220417_033652,PacBio HiFi sequencing of HG02514 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m64330e_220417_033652.dc.q20.fastq.gz,2088390,34078014329,34.08,236,57414,16317,13245,15615,18694,14033,16691,20077,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m64330e_220417_033652.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.587667,10.99
SRR30729216,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m64330e_220303_183543,PacBio HiFi sequencing of HG02514 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m64330e_220303_183543.dc.q20.fastq.gz,784797,15351830978,15.35,277,72676,19561,14843,18347,23013,16317,20436,25669,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m64330e_220303_183543.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.607115,4.95
SRR30729195,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m54306Ue_220225_190349,PacBio HiFi sequencing of HG02514 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m54306Ue_220225_190349.dc.q20.fastq.gz,739868,17070118216,17.07,646,67958,23071,18769,21709,25998,19587,23112,28026,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m54306Ue_220225_190349.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.622862,5.51
SRR30729194,SRP305758,PRJNA701308,SAMN17861666,HG02717_lib1_dc_m64136_220603_180611,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02717.m64136_220603_180611.dc.q20.fastq.gz,2319964,48354936791,48.35,69,77092,20842,17957,20698,23114,18847,21300,23815,HG02717,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64136_220603_180611.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.571862,15.6
SRR30729193,SRP305758,PRJNA701308,SAMN17861666,HG02717_lib1_dc_m64043_220603_180546,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02717.m64043_220603_180546.dc.q20.fastq.gz,1684521,35143784523,35.14,455,60918,20862,17998,20737,23149,18898,21343,23835,HG02717,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_220603_180546.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.589636,11.34
SRR30729192,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210725_053930,PacBio HiFi sequencing of HG02809 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210725_053930.dc.q20.fastq.gz,1575388,33961921887,33.96,79,71436,21557,17621,21015,24307,18399,22026,25531,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210725_053930.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1019 barcoded adapter,,0.568744,10.95
SRR30729191,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210728_163353,PacBio HiFi sequencing of HG02809 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210728_163353.dc.q20.fastq.gz,1710222,36315371851,36.32,287,72252,21234,17408,20653,23922,18057,21657,25130,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210728_163353.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1019 barcoded adapter,,0.587943,11.72
SRR30729190,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210723_184340,PacBio HiFi sequencing of HG02809 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210723_184340.dc.q20.fastq.gz,1770399,36362918783,36.36,123,65146,20539,17010,19807,23078,17502,20862,24232,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210723_184340.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1019 barcoded adapter,,0.599778,11.73
SRR30729189,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210726_163819,PacBio HiFi sequencing of HG02809 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210726_163819.dc.q20.fastq.gz,1322575,28482876723,28.48,62,63608,21535,17627,21002,24271,18402,21999,25469,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210726_163819.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1019 barcoded adapter,,0.624595,9.19
SRR30729188,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m54306Ue_220327_160600,PacBio HiFi sequencing of HG02841 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,2122189,34610279736,34.61,194,55584,16308,13452,15626,18525,14107,16560,19741,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.577163,11.16
SRR30729187,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m54306Ue_220326_050928,PacBio HiFi sequencing of HG02841 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,2161544,35123784870,35.12,199,58588,16249,13478,15543,18348,14069,16412,19511,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.587511,11.33
SRR30729185,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m64334e_220321_180258,PacBio HiFi sequencing of HG02841 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m64334e_220321_180258.dc.q20.fastq.gz,2233844,36276333221,36.28,175,53247,16239,13475,15545,18336,14065,16411,19489,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64334e_220321_180258.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.588063,11.7
SRR30729184,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m64330e_220407_180519,PacBio HiFi sequencing of HG02841 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m64330e_220407_180519.dc.q20.fastq.gz,619649,10096657529,10.1,44,50471,16294,13441,15612,18509,14095,16546,19727,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64330e_220407_180519.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.672294,3.26
SRR30729183,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64330e_220403_050826,PacBio HiFi sequencing of HG02984 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64330e_220403_050826.dc.q20.fastq.gz,1848021,29583120765,29.58,57,49275,16008,13408,15363,17989,13956,16144,19056,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64330e_220403_050826.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.548111,9.54
SRR30729182,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64334e_220428_054535,PacBio HiFi sequencing of HG02984 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64334e_220428_054535.dc.q20.fastq.gz,1326071,22110816549,22.11,85,62083,16673,13693,15973,18990,14422,16982,20319,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64334e_220428_054535.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.584189,7.13
SRR30729181,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m54306Ue_220223_194148,PacBio HiFi sequencing of HG02984 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m54306Ue_220223_194148.dc.q20.fastq.gz,1141634,24325128265,24.33,516,77398,21307,17606,20212,23893,18296,21343,25476,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m54306Ue_220223_194148.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.614459,7.85
SRR30729180,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64334e_220421_053305,PacBio HiFi sequencing of HG02984 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64334e_220421_053305.dc.q20.fastq.gz,1493162,24967586893,24.97,152,81354,16721,13248,16048,19470,14380,17414,21151,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64334e_220421_053305.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.619422,8.05
SRR30729179,SRP305758,PRJNA701308,SAMN37797108,HG03050_PB1_dc_m64330e_220223_194839,PacBio HiFi sequencing of HG03050 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03050.m64330e_220223_194839.dc.q20.fastq.gz,2025817,39566809232,39.57,73,62563,19531,16963,18849,21490,17386,19485,22397,HG03050,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03050/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03050.m64330e_220223_194839.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.568865,12.76
